Nr notowania;Rok notowania;Pozycja;Tytuł;Artysta;Punkty
19;1982;6;If You Want My Love;Cheap Trick;25
19;1982;7;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;24
19;1982;8;Las Palabras de Amor (The Words of Love);Queen;23
19;1982;9;Paperlate;Genesis;22
19;1982;10;State of Independence;Donna Summer;21
19;1982;11;Moonlight in Samosa;Robert Plant;20
19;1982;12;Jeszcze czekam;Exodus;19
19;1982;13;Keep the Fire Burning;REO Speedwagon;18
19;1982;14;Fatamorgana '82;Urszula;17
19;1982;15;Torch;Soft Cell;16
19;1982;16;Hold Me;Fleetwood Mac;15
19;1982;17;Anna już tu nie mieszka;Halina Frąckowiak;14
19;1982;18;Nie bój się tego wszystkiego;Perfect;13
19;1982;19;Riding on the Wind;Judas Priest;12
19;1982;20;Oprócz;Maanam;11
19;1982;21;Sole Survivor;Asia;10
19;1982;22;Emanueli część trzecia i ostatnia;Stanisław Wenglorz;9
19;1982;23;Stupid Cupid;Joanna Wyatt;8
19;1982;24;Eye of the Tiger;Survivor;7
19;1982;25;Play On;Kansas;6
19;1982;26;Pocztówka do państwa Jareckich;Perfect;5
19;1982;27;Avalon;Roxy Music;4
19;1982;28;In the Air Tonight;Phil Collins;3
19;1982;29;No Regrets;Midge Ure;2
19;1982;30;It Started with a Kiss;Hot Chocolate;1
20;1982;1;Dream On;Nazareth;30
20;1982;1;W domach z betonu nie ma wolnej miłości;Martyna Jakubowicz;30
20;1982;2;Dorosłe dzieci;Turbo;29
20;1982;3;Chcemy być sobą;Perfect;28
20;1982;4;Moonlight in Samosa;Robert Plant;27
20;1982;5;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;26
20;1982;6;Five Miles Out;Mike Oldfield;25
20;1982;7;Jeszcze czekam;Exodus;24
20;1982;8;Keep the Fire Burning;REO Speedwagon;23
20;1982;9;Nie bój się tego wszystkiego;Perfect;22
20;1982;10;State of Independence;Donna Summer;21
20;1982;11;Emanueli część trzecia i ostatnia;Stanisław Wenglorz;20
20;1982;12;If You Want My Love;Cheap Trick;19
20;1982;13;Minus 10 w Rio;Lady Pank;18
20;1982;14;Paperlate;Genesis;17
20;1982;15;Las Palabras de Amor (The Words of Love);Queen;16
20;1982;16;In the Air Tonight;Phil Collins;15
20;1982;17;Riding on the Wind;Judas Priest;14
20;1982;18;Oprócz;Maanam;13
20;1982;19;Avalon;Roxy Music;12
20;1982;20;The Angler;Gary Brooker;11
20;1982;21;It Started with a Kiss;Hot Chocolate;10
20;1982;22;Stupid Cupid;Joanna Wyatt;9
20;1982;23;Hard to Say I'm Sorry;Chicago;8
20;1982;24;Boogie dziadka Skiby;Kasa Chorych;7
20;1982;25;Play On;Kansas;6
20;1982;26;Sole Survivor;Asia;5
20;1982;27;Lead Me to the Water;Gary Brooker;4
20;1982;28;No Regrets;Midge Ure;3
20;1982;29;Pocztówka do państwa Jareckich;Perfect;2
20;1982;30;East Valencia Drive;Anex;1
21;1982;1;W domach z betonu nie ma wolnej miłości;Martyna Jakubowicz;30
21;1982;2;Dorosłe dzieci;Turbo;29
21;1982;3;Dream On;Nazareth;28
21;1982;4;Moonlight in Samosa;Robert Plant;27
21;1982;5;Jeszcze czekam;Exodus;26
21;1982;6;Nie bój się tego wszystkiego;Perfect;25
21;1982;7;Minus 10 w Rio;Lady Pank;24
21;1982;8;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;23
21;1982;9;Keep the Fire Burning;REO Speedwagon;22
21;1982;10;Emanueli część trzecia i ostatnia;Stanisław Wenglorz;21
21;1982;11;Chcemy być sobą;Perfect;20
21;1982;12;State of Independence;Donna Summer;19
21;1982;13;Five Miles Out;Mike Oldfield;18
21;1982;14;Jest już późno, piszę bzdury;Maanam;17
21;1982;15;In the Air Tonight;Phil Collins;16
21;1982;16;Anna już tu nie mieszka;Halina Frąckowiak;15
21;1982;17;Autobiografia;Perfect;14
21;1982;18;Obce dni;Izabela Trojanowska;13
21;1982;19;Avalon;Roxy Music;12
21;1982;20;It Started with a Kiss;Hot Chocolate;11
21;1982;21;Hard to Say I'm Sorry;Chicago;10
21;1982;22;Pocztówka do państwa Jareckich;Perfect;9
21;1982;23;Boogie dziadka Skiby;Kasa Chorych;8
21;1982;24;No Regrets;Midge Ure;7
21;1982;25;Bogowie i demony;Urszula & Budka Suflera;6
21;1982;26;Zwierzenia kontestatora;TSA;5
21;1982;27;Gypsy;Fleetwood Mac;4
21;1982;28;Synowie nocy;Stalowy Bagaż;3
21;1982;29;When the Tigers Broke Free;Pink Floyd;2
21;1982;30;Śmierć dyskotece!;Lombard;1
23;1982;1;Autobiografia;Perfect;30
23;1982;2;Jest już późno, piszę bzdury;Maanam;29
23;1982;3;Moonlight in Samosa;Robert Plant;28
23;1982;4;Dorosłe dzieci;Turbo;27
23;1982;5;W domach z betonu nie ma wolnej miłości;Martyna Jakubowicz;26
23;1982;6;Private Investigations;Dire Straits;25
23;1982;7;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;24
23;1982;8;Dream On;Nazareth;23
23;1982;9;I Know There's Something Going On;Frida;22
23;1982;10;Emanueli część trzecia i ostatnia;Stanisław Wenglorz;21
23;1982;11;Minus 10 w Rio;Lady Pank;20
23;1982;12;In the Air Tonight;Phil Collins;19
23;1982;13;Obce dni;Izabela Trojanowska;18
23;1982;14;Nie bój się tego wszystkiego;Perfect;17
23;1982;15;Jeszcze czekam;Exodus;16
23;1982;16;Five Miles Out;Mike Oldfield;15
23;1982;16;Zwierzenia kontestatora;TSA;15
23;1982;17;Śmierć dyskotece!;Lombard;14
23;1982;18;Avalon;Roxy Music;13
23;1982;19;Hard to Say I'm Sorry;Chicago;12
23;1982;20;No Regrets;Midge Ure;11
23;1982;20;Reap the Wild Wind;Ultravox;11
23;1982;21;Synowie nocy;Stalowy Bagaż;10
23;1982;21;Pocztówka do państwa Jareckich;Perfect;10
23;1982;22;When the Tigers Broke Free;Pink Floyd;9
23;1982;23;Bogowie i demony;Urszula & Budka Suflera;8
23;1982;24;Gypsy;Fleetwood Mac;7
23;1982;25;Waiting for a Train;Flash and the Pan;6
23;1982;26;Boogie dziadka Skiby;Kasa Chorych;5
23;1982;27;Evidence of Autumn;Genesis;4
23;1982;28;Poczekalnia PKP;Elżbieta Mielczarek;3
23;1982;29;What!;Soft Cell;2
23;1982;30;The Angler;Gary Brooker;1
24;1982;1;Autobiografia;Perfect;30
24;1982;2;Jest już późno, piszę bzdury;Maanam;29
24;1982;3;I Know There's Something Going On;Frida;28
24;1982;4;Moonlight in Samosa;Robert Plant;27
24;1982;5;Obce dni;Izabela Trojanowska;26
24;1982;6;Private Investigations;Dire Straits;25
24;1982;7;Dorosłe dzieci;Turbo;24
24;1982;8;Zwierzenia kontestatora;TSA;23
24;1982;9;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;22
24;1982;10;W domach z betonu nie ma wolnej miłości;Martyna Jakubowicz;21
24;1982;11;Dream On;Nazareth;20
24;1982;12;In the Air Tonight;Phil Collins;19
24;1982;13;Pocztówka do państwa Jareckich;Perfect;18
24;1982;14;Śmierć dyskotece!;Lombard;17
24;1982;15;When the Tigers Broke Free;Pink Floyd;16
24;1982;16;Minus 10 w Rio;Lady Pank;15
24;1982;17;Reap the Wild Wind;Ultravox;14
24;1982;18;Hard to Say I'm Sorry;Chicago;13
24;1982;19;Poczekalnia PKP;Elżbieta Mielczarek;12
24;1982;20;No Regrets;Midge Ure;11
24;1982;21;Synowie nocy;Stalowy Bagaż;10
24;1982;22;Bogowie i demony;Urszula & Budka Suflera;9
24;1982;23;Waiting for a Train;Flash and the Pan;8
24;1982;24;Gypsy;Fleetwood Mac;7
24;1982;25;Evidence of Autumn;Genesis;6
24;1982;26;Calling All Girls;Queen;5
24;1982;27;What!;Soft Cell;4
24;1982;28;Don't Go;Yazoo;3
24;1982;29;The Angler;Gary Brooker;2
24;1982;30;Strange Little Girl;The Stranglers;1
25;1982;1;Autobiografia;Perfect;30
25;1982;2;Jest już późno, piszę bzdury;Maanam;29
25;1982;3;I Know There's Something Going On;Frida;28
25;1982;4;Obce dni;Izabela Trojanowska;27
25;1982;5;Private Investigations;Dire Straits;26
25;1982;6;Moonlight in Samosa;Robert Plant;25
25;1982;6;Zwierzenia kontestatora;TSA;25
25;1982;7;When the Tigers Broke Free;Pink Floyd;24
25;1982;8;Pocztówka do państwa Jareckich;Perfect;23
25;1982;9;Dorosłe dzieci;Turbo;22
25;1982;10;Hard to Say I'm Sorry;Chicago;21
25;1982;11;Da Da Da ich lieb dich nicht du liebst mich nicht aha aha aha;Trio;20
25;1982;12;Śmierć dyskotece!;Lombard;19
25;1982;13;Reap the Wild Wind;Ultravox;18
25;1982;14;Waiting for a Train;Flash and the Pan;17
25;1982;15;Dentysta sadysta;Różowe Czuby;16
25;1982;16;Sexy Doll;Republika;15
25;1982;17;Evidence of Autumn;Genesis;14
25;1982;18;Synowie nocy;Stalowy Bagaż;13
25;1982;19;Poczekalnia PKP;Elżbieta Mielczarek;12
25;1982;20;W domach z betonu nie ma wolnej miłości;Martyna Jakubowicz;11
25;1982;21;Bogowie i demony;Urszula & Budka Suflera;10
25;1982;22;Calling All Girls;Queen;9
25;1982;23;Gypsy;Fleetwood Mac;8
25;1982;24;Don't Go;Yazoo;7
25;1982;25;What!;Soft Cell;6
25;1982;26;Kim jesteś — listonoszem?;Krzak;5
25;1982;27;Strange Little Girl;The Stranglers;4
25;1982;28;The Angler;Gary Brooker;3
25;1982;29;Mława;Maryla Rodowicz;2
25;1982;30;Take a Chance with Me;Roxy Music;1
25;1982;30;She Can't Let Go;Glenn Frey;1
26;1982;1;Autobiografia;Perfect;30
26;1982;2;Private Investigations;Dire Straits;29
26;1982;3;I Know There's Something Going On;Frida;28
26;1982;4;Jest już późno, piszę bzdury;Maanam;27
26;1982;5;Sexy Doll;Republika;26
26;1982;6;Obce dni;Izabela Trojanowska;25
26;1982;7;Moonlight in Samosa;Robert Plant;24
26;1982;8;Zwierzenia kontestatora;TSA;23
26;1982;9;Hard to Say I'm Sorry;Chicago;22
26;1982;9;Reap the Wild Wind;Ultravox;22
26;1982;10;When the Tigers Broke Free;Pink Floyd;21
26;1982;11;Calling All Girls;Queen;20
26;1982;12;Pocztówka do państwa Jareckich;Perfect;19
26;1982;13;Dentysta sadysta;Różowe Czuby;18
26;1982;14;Strange Little Girl;The Stranglers;17
26;1982;15;Evidence of Autumn;Genesis;16
26;1982;16;Pałac (na piasku);Maanam;15
26;1982;17;Poczekalnia PKP;Elżbieta Mielczarek;14
26;1982;18;Waiting for a Train;Flash and the Pan;13
26;1982;19;Dorosłe dzieci;Turbo;12
26;1982;20;Bogowie i demony;Urszula & Budka Suflera;11
26;1982;21;Don't Go;Yazoo;10
26;1982;22;Gypsy;Fleetwood Mac;9
26;1982;23;The House of the Rising Sun;The Animals;8
26;1982;24;She Can't Let Go;Glenn Frey;7
26;1982;25;What!;Soft Cell;6
26;1982;26;Kim jesteś — listonoszem?;Krzak;5
26;1982;27;Ten wasz świat;Oddział Zamknięty;4
26;1982;28;Take a Chance with Me;Roxy Music;3
26;1982;29;The Angler;Gary Brooker;2
26;1982;30;Johnny Can't Read;Don Henley;1
27;1982;1;Autobiografia;Perfect;30
27;1982;2;Sexy Doll;Republika;29
27;1982;3;I Know There's Something Going On;Frida;28
27;1982;4;Pałac (na piasku);Maanam;27
27;1982;5;Private Investigations;Dire Straits;26
27;1982;6;Jest już późno, piszę bzdury;Maanam;25
27;1982;7;Moonlight in Samosa;Robert Plant;24
27;1982;8;Reap the Wild Wind;Ultravox;23
27;1982;9;Obce dni;Izabela Trojanowska;22
27;1982;10;Hard to Say I'm Sorry;Chicago;21
27;1982;11;Zwierzenia kontestatora;TSA;20
27;1982;12;Evidence of Autumn;Genesis;19
27;1982;13;Ten wasz świat;Oddział Zamknięty;18
27;1982;14;When the Tigers Broke Free;Pink Floyd;17
27;1982;15;Calling All Girls;Queen;16
27;1982;16;Dentysta sadysta;Różowe Czuby;15
27;1982;17;Bogowie i demony;Urszula & Budka Suflera;14
27;1982;18;Pocztówka do państwa Jareckich;Perfect;13
27;1982;18;The House of the Rising Sun;The Animals;13
27;1982;19;Strange Little Girl;The Stranglers;12
27;1982;20;Don't Go;Yazoo;11
27;1982;21;What!;Soft Cell;10
27;1982;22;Gypsy;Fleetwood Mac;9
27;1982;23;She Can't Let Go;Glenn Frey;8
27;1982;24;Kim jesteś — listonoszem?;Krzak;7
27;1982;25;All the Love;Kate Bush;6
27;1982;26;Take a Chance with Me;Roxy Music;5
27;1982;27;Badges, Posters, Stickers and T-Shirts;Dire Straits;4
27;1982;28;Johnny Can't Read;Don Henley;3
27;1982;29;Inwazja z Plutona;Kombi;2
27;1982;30;Never Again;Tomas Ledin & Agnetha Fältskog;1
28;1982;1;Sexy Doll;Republika;30
28;1982;2;Autobiografia;Perfect;29
28;1982;3;Pałac (na piasku);Maanam;28
28;1982;4;Telefony;Republika;27
28;1982;5;Hard to Say I'm Sorry;Chicago;26
28;1982;6;Calling All Girls;Queen;25
28;1982;7;Moonlight in Samosa;Robert Plant;24
28;1982;8;Strange Little Girl;The Stranglers;23
28;1982;9;Evidence of Autumn;Genesis;22
28;1982;10;Ten wasz świat;Oddział Zamknięty;21
28;1982;11;Obce dni;Izabela Trojanowska;20
28;1982;12;I Know There's Something Going On;Frida;19
28;1982;13;Private Investigations;Dire Straits;18
28;1982;14;Jest już późno, piszę bzdury;Maanam;17
28;1982;15;Reap the Wild Wind;Ultravox;16
28;1982;16;The House of the Rising Sun;The Animals;15
28;1982;17;Don't Go;Yazoo;14
28;1982;18;Kim jesteś — listonoszem?;Krzak;13
28;1982;19;She Can't Let Go;Glenn Frey;12
28;1982;19;Tańcz, głupia tańcz;Lady Pank;12
28;1982;20;Taniec pingwina na szkle;Lombard;11
28;1982;21;Gypsy;Fleetwood Mac;10
28;1982;22;Fontanna radości;Marek Biliński;9
28;1982;23;Johnny Can't Read;Don Henley;8
28;1982;24;All the Love;Kate Bush;7
28;1982;25;Wielka fala;Martyna Jakubowicz;6
28;1982;26;Sweet Time;REO Speedwagon;5
28;1982;27;Kukuła disco;Wały Jagiellońskie;4
28;1982;28;Never Again;Tomas Ledin & Agnetha Fältskog;3
28;1982;29;Inwazja z Plutona;Kombi;2
28;1982;30;Badges, Posters, Stickers and T-Shirts;Dire Straits;1
29;1982;1;Autobiografia;Perfect;30
29;1982;2;Sexy Doll;Republika;29
29;1982;3;Telefony;Republika;28
29;1982;4;Pałac (na piasku);Maanam;27
29;1982;5;Ten wasz świat;Oddział Zamknięty;26
29;1982;6;The House of the Rising Sun;The Animals;25
29;1982;7;Hard to Say I'm Sorry;Chicago;24
29;1982;8;Strange Little Girl;The Stranglers;23
29;1982;9;Moonlight in Samosa;Robert Plant;22
29;1982;10;I Know There's Something Going On;Frida;21
29;1982;11;Calling All Girls;Queen;20
29;1982;12;Evidence of Autumn;Genesis;19
29;1982;12;Don't Go;Yazoo;19
29;1982;13;Tańcz, głupia tańcz;Lady Pank;18
29;1982;14;The Day Before You Came;ABBA;17
29;1982;15;Reap the Wild Wind;Ultravox;16
29;1982;16;Obce dni;Izabela Trojanowska;15
29;1982;17;Taniec pingwina na szkle;Lombard;14
29;1982;18;Kim jesteś — listonoszem?;Krzak;13
29;1982;19;Fontanna radości;Marek Biliński;12
29;1982;20;Johnny Can't Read;Don Henley;11
29;1982;21;Inwazja z Plutona;Kombi;10
29;1982;22;All the Love;Kate Bush;9
29;1982;23;Gypsy;Fleetwood Mac;8
29;1982;24;Never Again;Tomas Ledin & Agnetha Fältskog;7
29;1982;25;Wielka fala;Martyna Jakubowicz;6
29;1982;26;Parada słoni i róża;Maanam;5
29;1982;27;Trzy zapałki;TSA;4
29;1982;28;Thru' These Walls;Phil Collins;3
29;1982;29;Stutonowy walec;Stanisław Wenglorz & ZOO;2
29;1982;30;Życie jest teatrem;RSC;1
30;1982;1;Autobiografia;Perfect;30
30;1982;2;Telefony;Republika;29
30;1982;3;Sexy Doll;Republika;28
30;1982;4;Ten wasz świat;Oddział Zamknięty;27
30;1982;5;Pałac (na piasku);Maanam;26
30;1982;6;Moonlight in Samosa;Robert Plant;25
30;1982;7;Tańcz, głupia tańcz;Lady Pank;24
30;1982;8;The House of the Rising Sun;The Animals;23
30;1982;9;The Day Before You Came;ABBA;22
30;1982;10;Hard to Say I'm Sorry;Chicago;21
30;1982;11;I Know There's Something Going On;Frida;20
30;1982;12;Don't Go;Yazoo;19
30;1982;13;Fontanna radości;Marek Biliński;18
30;1982;14;Johnny Can't Read;Don Henley;17
30;1982;15;Calling All Girls;Queen;16
30;1982;16;Obce dni;Izabela Trojanowska;15
30;1982;17;Taniec pingwina na szkle;Lombard;14
30;1982;18;Parada słoni i róża;Maanam;13
30;1982;19;Strange Little Girl;The Stranglers;12
30;1982;19;Trzy zapałki;TSA;12
30;1982;20;Inwazja z Plutona;Kombi;11
30;1982;21;All the Love;Kate Bush;10
30;1982;22;Życie jest teatrem;RSC;9
30;1982;23;Never Again;Tomas Ledin & Agnetha Fältskog;8
30;1982;24;Wielka fala;Martyna Jakubowicz;7
30;1982;25;Thru' These Walls;Phil Collins;6
30;1982;26;Gypsy;Fleetwood Mac;5
30;1982;27;Józek, nie daruję Ci tej nocy;Bajm;4
30;1982;28;Voyeur;Kim Carnes;3
30;1982;29;Stutonowy walec;Stanisław Wenglorz & ZOO;2
30;1982;30;It's Raining Again;Supertramp;1
31;1982;1;Telefony;Republika;30
31;1982;2;Sexy Doll;Republika;29
31;1982;3;Autobiografia;Perfect;28
31;1982;4;Moonlight in Samosa;Robert Plant;27
31;1982;5;The Day Before You Came;ABBA;26
31;1982;6;Ten wasz świat;Oddział Zamknięty;25
31;1982;7;Pałac (na piasku);Maanam;24
31;1982;8;Tańcz, głupia tańcz;Lady Pank;23
31;1982;9;Johnny Can't Read;Don Henley;22
31;1982;10;Trzy zapałki;TSA;21
31;1982;11;Parada słoni i róża;Maanam;20
31;1982;12;I Know There's Something Going On;Frida;19
31;1982;12;Calling All Girls;Queen;19
31;1982;13;Fontanna radości;Marek Biliński;18
31;1982;14;Życie jest teatrem;RSC;17
31;1982;15;The House of the Rising Sun;The Animals;16
31;1982;16;Don't Go;Yazoo;15
31;1982;17;Taniec pingwina na szkle;Lombard;14
31;1982;18;Wielka fala;Martyna Jakubowicz;13
31;1982;19;All the Love;Kate Bush;12
31;1982;20;The Girl Is Mine;Michael Jackson & Paul McCartney;11
31;1982;21;Thru' These Walls;Phil Collins;10
31;1982;22;Jolka, Jolka pamiętasz…;Budka Suflera;9
31;1982;23;Józek, nie daruję Ci tej nocy;Bajm;8
31;1982;24;Złoty pierścionek;Jajco;7
31;1982;25;It's Raining Again;Supertramp;6
31;1982;26;Heartbreaker;Dionne Warwick;5
31;1982;27;Elektroniczna cywilizacja;Kapitan Nemo;4
31;1982;28;Wielkie koło;Elżbieta Mielczarek;3
31;1982;29;Stutonowy walec;Stanisław Wenglorz & ZOO;2
31;1982;30;Mirror Man;The Human League;1
32;1982;1;Telefony;Republika;30
32;1982;2;Moonlight in Samosa;Robert Plant;29
32;1982;3;Sexy Doll;Republika;28
32;1982;4;The Day Before You Came;ABBA;27
32;1982;5;Autobiografia;Perfect;26
32;1982;6;Parada słoni i róża;Maanam;25
32;1982;7;Jolka, Jolka pamiętasz…;Budka Suflera;24
32;1982;8;Ten wasz świat;Oddział Zamknięty;23
32;1982;9;Heartbreaker;Dionne Warwick;22
32;1982;10;Trzy zapałki;TSA;21
32;1982;11;Tańcz, głupia tańcz;Lady Pank;20
32;1982;12;Pałac (na piasku);Maanam;19
32;1982;13;Johnny Can't Read;Don Henley;18
32;1982;14;Fontanna radości;Marek Biliński;17
32;1982;15;Calling All Girls;Queen;16
32;1982;16;Wielka fala;Martyna Jakubowicz;15
32;1982;17;Życie jest teatrem;RSC;14
32;1982;18;All the Love;Kate Bush;13
32;1982;19;The Girl Is Mine;Michael Jackson & Paul McCartney;12
32;1982;20;It's Raining Again;Supertramp;11
32;1982;21;Elektroniczna cywilizacja;Kapitan Nemo;10
32;1982;22;Thru' These Walls;Phil Collins;9
32;1982;23;Józek, nie daruję Ci tej nocy;Bajm;8
32;1982;24;Złoty pierścionek;Jajco;7
32;1982;25;European Female;The Stranglers;6
32;1982;26;Diamentowa kula;Lombard;5
32;1982;27;Mirror Man;The Human League;4
32;1982;28;Wielkie koło;Elżbieta Mielczarek;3
32;1982;29;Hold on to Love;Budgie;2
32;1982;30;To mój blues;Breakout;1
33;1982;1;Telefony;Republika;30
33;1982;2;Jolka, Jolka pamiętasz…;Budka Suflera;29
33;1982;3;Moonlight in Samosa;Robert Plant;28
33;1982;4;Heartbreaker;Dionne Warwick;27
33;1982;5;Parada słoni i róża;Maanam;26
33;1982;6;The Day Before You Came;ABBA;25
33;1982;7;Autobiografia;Perfect;24
33;1982;8;Sexy Doll;Republika;23
33;1982;9;Trzy zapałki;TSA;22
33;1982;10;Wielka fala;Martyna Jakubowicz;21
33;1982;11;It's Raining Again;Supertramp;20
33;1982;12;Pałac (na piasku);Maanam;19
33;1982;13;The Girl Is Mine;Michael Jackson & Paul McCartney;18
33;1982;14;Mirror Man;The Human League;17
33;1982;15;Ten wasz świat;Oddział Zamknięty;16
33;1982;16;Johnny Can't Read;Don Henley;15
33;1982;17;Elektroniczna cywilizacja;Kapitan Nemo;14
33;1982;18;All the Love;Kate Bush;13
33;1982;19;Diamentowa kula;Lombard;12
33;1982;20;Hold on to Love;Budgie;11
33;1982;21;Józek, nie daruję Ci tej nocy;Bajm;10
33;1982;22;European Female;The Stranglers;9
33;1982;23;Wielkie koło;Elżbieta Mielczarek;8
33;1982;24;Złoty pierścionek;Jajco;7
33;1982;25;To mój blues;Breakout;6
33;1982;26;Maneater;Daryl Hall & John Oates;5
33;1982;27;Do You Know, Do You Care?;Phil Collins;4
33;1982;28;Uciekaj moje serce;Seweryn Krajewski;3
33;1982;29;Hymn;Ultravox;2
33;1982;30;Muscles;Diana Ross;1
34;1982;1;Jolka, Jolka pamiętasz…;Budka Suflera;30
34;1982;2;Heartbreaker;Dionne Warwick;29
34;1982;3;Parada słoni i róża;Maanam;28
34;1982;4;Moonlight in Samosa;Robert Plant;27
34;1982;5;Telefony;Republika;26
34;1982;6;The Day Before You Came;ABBA;25
34;1982;7;Autobiografia;Perfect;24
34;1982;8;Trzy zapałki;TSA;23
34;1982;9;Wielka fala;Martyna Jakubowicz;22
34;1982;10;Mirror Man;The Human League;21
34;1982;11;It's Raining Again;Supertramp;20
34;1982;12;Sexy Doll;Republika;19
34;1982;13;The Girl Is Mine;Michael Jackson & Paul McCartney;18
34;1982;14;Diamentowa kula;Lombard;17
34;1982;15;All the Love;Kate Bush;16
34;1982;16;Johnny Can't Read;Don Henley;15
34;1982;17;Elektroniczna cywilizacja;Kapitan Nemo;14
34;1982;18;To mój blues;Breakout;13
34;1982;19;Maneater;Daryl Hall & John Oates;12
34;1982;20;Hold on to Love;Budgie;11
34;1982;21;Wielkie koło;Elżbieta Mielczarek;10
34;1982;22;European Female;The Stranglers;9
34;1982;23;Złoty pierścionek;Jajco;8
34;1982;24;Hymn;Ultravox;7
34;1982;25;Do You Know, Do You Care?;Phil Collins;6
34;1982;26;Józek, nie daruję Ci tej nocy;Bajm;5
34;1982;27;Uciekaj moje serce;Seweryn Krajewski;4
34;1982;28;Heart Attack;Olivia Newton-John;3
34;1982;29;Muscles;Diana Ross;2
34;1982;30;Co za hałas, co za szum;Perfect;1
35;1982;1;Heartbreaker;Dionne Warwick;30
35;1982;2;Jolka, Jolka pamiętasz…;Budka Suflera;29
35;1982;3;Parada słoni i róża;Maanam;28
35;1982;4;Biała flaga;Republika;27
35;1982;5;Wielka fala;Martyna Jakubowicz;26
35;1982;6;Mirror Man;The Human League;25
35;1982;7;Telefony;Republika;24
35;1982;8;Moonlight in Samosa;Robert Plant;23
35;1982;9;It's Raining Again;Supertramp;22
35;1982;10;Diamentowa kula;Lombard;21
35;1982;11;Autobiografia;Perfect;20
35;1982;12;The Girl Is Mine;Michael Jackson & Paul McCartney;19
35;1982;13;Maneater;Daryl Hall & John Oates;18
35;1982;14;Hymn;Ultravox;17
35;1982;15;The Day Before You Came;ABBA;16
35;1982;16;Elektroniczna cywilizacja;Kapitan Nemo;15
35;1982;17;Hold on to Love;Budgie;14
35;1982;17;Różowa kula;Bajm;14
35;1982;18;To mój blues;Breakout;13
35;1982;19;Wielkie koło;Elżbieta Mielczarek;12
35;1982;20;Souvenir of China;Jean Michel Jarre;11
35;1982;21;Co za hałas, co za szum;Perfect;10
35;1982;22;European Female;The Stranglers;9
35;1982;23;Dobre miejsce dla naiwnych;Jacek Skubikowski;8
35;1982;24;Mija czas i nic;Bank;7
35;1982;25;Ode to Liberty (The Protest Song);Mark Knopfler & Phil Lynott;6
35;1982;26;Do You Know, Do You Care?;Phil Collins;5
35;1982;27;Muscles;Diana Ross;4
35;1982;28;Złoty pierścionek;Jajco;3
35;1982;29;Heart Attack;Olivia Newton-John;2
35;1982;30;Józek, nie daruję Ci tej nocy;Bajm;1
35;1982;30;Morze ognia;Stalowy Bagaż;1
36;1983;1;Biała flaga;Republika;30
36;1983;2;Heartbreaker;Dionne Warwick;29
36;1983;3;Jolka, Jolka pamiętasz…;Budka Suflera;28
36;1983;4;Mirror Man;The Human League;27
36;1983;5;Diamentowa kula;Lombard;26
36;1983;6;Maneater;Daryl Hall & John Oates;25
36;1983;7;Wielka fala;Martyna Jakubowicz;24
36;1983;8;It's Raining Again;Supertramp;23
36;1983;9;Hymn;Ultravox;22
36;1983;10;Parada słoni i róża;Maanam;21
